,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
0,0.07692307692307693,1.0,0.0,0.26029744165622887,0.5559493670886076,0.48031496062992124,0.2983378561736771,0.35123574144486697,0.0,1.0,3
1,0.07692307692307693,1.0,0.0014184397163121698,0.31297120123622085,0.5331645569620254,0.6062992125984252,0.34243554952510175,0.29182509505703425,0.0,0.9777102330293821,3
2,0.07692307692307693,1.0,0.0028368794326242286,0.3400711210930189,0.5235443037974685,0.7204724409448819,0.3984056987788331,0.2259980988593155,0.0,0.9554204660587641,3
3,0.07692307692307693,1.0,0.004255319148936287,0.3293789621695293,0.5372151898734178,0.7244094488188977,0.38653324287652646,0.2053231939163498,0.0,0.9321175278622088,3
4,0.07692307692307693,1.0,0.005673758865248346,0.3068236897546274,0.56,0.6929133858267716,0.35600407055630934,0.21554182509505704,0.0,0.9098277608915908,3
5,0.07692307692307693,1.0,0.007092198581560405,0.2971489175868738,0.5746835443037976,0.6220472440944882,0.35261194029850745,0.23122623574144494,0.0,0.8875379939209729,3
6,0.07692307692307693,1.0,0.008510638297872408,0.3163784870691103,0.5782278481012659,0.6062992125984252,0.3593962008141112,0.23265209125475286,0.0,0.8652482269503547,3
7,0.07692307692307693,1.0,0.009929078014184467,0.3448461202531949,0.5746835443037976,0.5984251968503936,0.36618046132971505,0.24001901140684415,0.0,0.8419452887537996,2
8,0.07692307692307693,1.0,0.011347517730496526,0.3473895871425349,0.5675949367088609,0.6141732283464567,0.3797489823609227,0.23954372623574155,0.0,0.8196555217831816,2
9,0.07692307692307693,1.0,0.012765957446808585,0.34132365856116553,0.5620253164556963,0.6377952755905512,0.37635685210312075,0.24096958174904937,0.0,0.7973657548125634,2
10,0.07692307692307693,1.0,0.014184397163120588,0.3216621796071544,0.5665822784810127,0.6377952755905512,0.3458276797829037,0.245722433460076,0.0,0.7750759878419454,2
11,0.07692307692307693,1.0,0.015602836879432702,0.27337949965687186,0.5797468354430381,0.594488188976378,0.30342605156037994,0.23360266159695817,0.0,0.7527862208713273,2
12,0.07692307692307693,1.0,0.01702127659574476,0.24929334811423526,0.5863291139240507,0.5236220472440944,0.266112618724559,0.23526615969581754,0.0,0.7294832826747721,2
13,0.07692307692307693,1.0,0.01843971631205682,0.23880274694424045,0.57873417721519,0.4881889763779527,0.2474559023066486,0.23479087452471492,0.0,0.7071935157041541,1
14,0.07692307692307693,1.0,0.01985815602836888,0.23676317443863765,0.5640506329113925,0.4606299212598425,0.25254409769335145,0.22623574144486688,0.0,0.6849037487335361,1
