20418.80908,22402.03455,16374.30587,7016.569794,21501.88515,513.4195395,23742.6921,-5656.287411,9737.313374,-6161.74973,21605.77605,-12680.36739,5829.692234,20316.25928,-13194.7257,20198.95734,-12909.29394,-15038.96803,-15174.19607,-15253.23184,0
20416.12687,22399.30763,16368.98615,7014.602841,21500.63345,511.7208071,23743.22854,-5657.181481,9736.285194,-6161.034474,21606.80423,-12680.00976,5830.496897,20319.0309,-13193.92104,20201.63955,-12908.39987,-15037.89515,-15172.94438,-15252.56129,0
20415.27751,22398.59238,16368.71793,7014.245213,21500.63345,512.2572489,23744.61435,-5657.181481,9736.821636,-6159.246335,21608.23474,-12677.72989,5831.748595,20320.50611,-13191.41765,20204.00883,-12907.01407,-15035.79408,-15170.6645,-15249.78967,0
20413.66818,22396.93835,16367.0639,7012.904108,21501.79574,514.2242023,23746.08956,-5655.348638,9739.235624,-6156.608829,21611.09576,-12673.17013,5835.548391,20325.06587,-13187.57315,20208.47918,-12901.91787,-15031.23433,-15166.73059,-15245.45343,0
20413.17644,22396.3572,16367.24272,7013.932289,21503.22625,515.0735685,23748.68236,-5654.8569,9741.828426,-6156.74294,21613.86738,-12673.70657,5835.637798,20326.36227,-13187.70726,20209.23914,-12902.2755,-15031.54725,-15166.32826,-15246.48161,0
20411.12008,22394.34555,16366.12513,7013.485254,21499.82879,514.2689058,23744.92727,-5655.303935,9739.280328,-6157.547603,21610.87225,-12675.04768,5836.17424,20323.27773,-13189.40599,20206.78045,-12904.10834,-15033.5142,-15167.57996,-15247.95683,0
20410.76245,22393.04914,16366.34865,7012.41237,21499.42645,512.8830977,23744.12261,-5655.169824,9738.118037,-6158.039341,21610.06758,-12676.6123,5835.235467,20320.14849,-13189.80832,20205.08171,-12905.49415,-15034.36357,-15170.26217,-15249.34264,0
20410.1366,22392.69152,16363.71114,7011.250079,21499.42645,511.9443245,23743.40735,-5656.77915,9737.045153,-6159.156928,21608.54766,-12676.74641,5835.28017,20319.43323,-13190.70239,20202.89124,-12905.18122,-15034.8106,-15170.26217,-15249.74497,0
20410.98597,22394.34555,16364.11347,7010.668934,21501.08048,510.1114816,23742.96032,-5659.148434,9736.821636,-6163.493166,21606.4913,-12682.42375,5831.167449,20314.96288,-13197.2738,20197.92916,-12911.79734,-15041.2032,-15177.86176,-15256.80812,0
20411.83534,22394.39025,16365.8122,7011.652411,21501.75104,511.0055513,23742.82621,-5658.522586,9734.809979,-6164.56605,21604.12202,-12683.40723,5827.054729,20309.19613,-13198.39139,20192.29652,-12913.04904,-15043.03605,-15179.47109,-15257.29986,0
20416.84213,22400.06759,16368.3156,7014.647544,21502.86862,510.8714408,23745.2402,-5658.209661,9735.659345,-6165.370713,21606.58071,-12684.97185,5824.685444,20308.52558,-13198.74902,20191.62596,-12913.76429,-15043.7513,-15180.23105,-15258.28333,0
20421.6254,22404.85086,16371.57895,7016.838015,21505.41672,508.68097,23748.86118,-5659.282545,9736.598118,-6168.589364,21609.79936,-12688.59283,5822.137345,20308.88321,-13203.30877,20192.0283,-12917.6982,-15047.68521,-15183.71792,-15262.26194,0
20421.49129,22404.0015,16371.80247,7018.402637,21503.09214,507.3845689,23748.54825,-5658.746103,9735.882863,-6170.019875,21608.45826,-12691.85619,5821.466793,20307.76562,-13206.1698,20191.53656,-12920.82744,-15050.23331,-15186.53424,-15265.30178,0
20420.77603,22403.37565,16369.83552,7017.955602,21502.91333,504.6129527,23746.22367,-5665.362219,9736.776932,-6174.31141,21607.87711,-12696.05831,5820.52802,20305.70926,-13209.96959,20189.30138,-12924.98487,-15054.61425,-15190.06581,-15269.10158,0
20418.36205,22400.69344,16369.92492,7017.597974,21500.09701,505.6411329,23742.02155,-5662.992934,9733.692392,-6172.746788,21604.79257,-12692.92907,5822.897304,20305.97748,-13207.82383,20188.98846,-12922.48147,-15051.52971,-15186.93657,-15265.65941,0
20414.24933,22397.16187,16366.43805,7015.631021,21496.52073,505.9093538,23740.41222,-5663.305859,9734.005316,-6170.60102,21604.56905,-12690.02334,5824.908961,20308.03384,-13205.05221,20190.28486,-12919.35223,-15048.66869,-15184.47788,-15263.73716,0
20410.76245,22391.261,16361.43126,7015.049876,21495.35844,505.0599876,23738.53467,-5665.138702,9732.217177,-6169.930468,21602.46799,-12689.79983,5826.607694,20308.70439,-13204.9181,20192.25181,-12919.44164,-15048.93691,-15185.32724,-15262.9325,0
20407.27558,22389.65168,16357.63147,7013.798178,21494.06204,507.4739759,23737.23827,-5663.574079,9732.887729,-6165.996561,21601.43981,-12685.10596,5830.40749,20310.35842,-13198.74902,20194.26347,-12914.39014,-15043.21486,-15179.78401,-15258.73037,0
20406.96266,22389.15994,16356.20095,7013.44055,21494.01733,508.1892316,23734.37725,-5663.171748,9732.440694,-6165.236602,21599.15993,-12682.78138,5831.256856,20309.59846,-13198.07847,20191.89419,-12911.93145,-15040.71146,-15177.99587,-15256.18227,0
20405.84507,22388.93642,16356.8268,7014.021695,21496.61013,509.5303362,23734.10903,-5662.590603,9736.508711,-6162.867317,21599.87519,-12680.54621,5836.621275,20313.39826,-13193.69752,20196.27513,-12908.44458,-15038.07396,-15174.33019,-15253.09773,0
20406.78384,22389.24935,16355.03866,7012.367667,21497.68302,507.4292724,23735.80776,-5664.691667,9738.475665,-6163.716684,21602.82562,-12680.54621,5838.007083,20317.64509,-13194.81511,20200.38785,-12909.56217,-15038.29748,-15173.30201,-15252.87421,0
20407.18617,22389.78579,16355.03866,7012.457073,21498.53238,508.9044874,23737.14887,-5662.68001,9740.621432,-6161.705027,21604.30083,-12678.93688,5840.689292,20320.55082,-13191.73057,20203.56179,-12907.19288,-15035.57056,-15171.33505,-15250.41552,0
20405.08511,22388.22117,16352.49057,7009.864271,21498.44298,509.3515223,23737.46179,-5663.305859,9741.023763,-6160.095701,21606.89364,-12676.38878,5842.879763,20324.1718,-13189.89773,20207.00396,-12905.49415,-15033.02247,-15168.51873,-15248.40386,0
20400.03362,22382.1862,16348.64607,7010.311306,21497.99594,509.1727083,23735.94187,-5664.334039,9740.84495,-6159.916887,21604.74787,-12675.76293,5844.489088,20323.99299,-13189.22718,20207.13807,-12905.18122,-15033.38009,-15167.93759,-15248.22505,0
