20990.47726,22701.63731,16687.23027,7112.190551,22109.1373,-1064.255897,23185.06081,-7498.875707,10124.22205,-7005.885661,20725.475,-13454.54237,5737.82657,20964.63865,-14112.71179,20896.55524,-13884.18757,-16067.81876,-15847.87761,-16021.90828,0
20986.63276,22698.23984,16684.19043,7109.642453,22108.95849,-1065.418188,23185.19492,-7500.350922,10124.9373,-7005.706847,20727.62076,-13454.31885,5739.078268,20967.00793,-14113.02472,20899.68448,-13883.60643,-16067.59525,-15846.67062,-16021.59536,0
20986.81158,22697.7034,16686.3809,7109.418935,22108.51145,-1065.373484,23188.27946,-7499.859184,10124.40086,-7005.840958,20729.81124,-13454.72118,5738.944157,20966.96323,-14113.29294,20899.99741,-13883.69583,-16068.48932,-15847.25176,-16021.90828,0
20985.38107,22696.94344,16688.52667,7109.553046,22110.12078,-1065.284077,23192.92862,-7501.379103,10124.80319,-7006.913841,20733.11929,-13455.30233,5739.078268,20967.63378,-14113.15883,20899.8633,-13883.87465,-16068.75754,-15847.20706,-16022.80235,0
20988.4209,22698.68688,16690.89596,7110.76004,22109.89726,-1064.568821,23192.30277,-7499.278039,10124.80319,-7006.958545,20731.33115,-13455.16821,5738.497122,20967.99141,-14112.98001,20900.04211,-13884.85812,-16067.50584,-15846.35769,-16021.37184,0
20985.73869,22697.12226,16691.20888,7111.475296,22106.67861,-1063.585345,23185.64196,-7496.148795,10121.94217,-7005.572737,20728.15721,-13453.82711,5739.61471,20967.99141,-14112.39887,20900.26563,-13882.93587,-16066.61177,-15846.04477,-16020.61188,0
20987.25861,22699.22332,16693.22054,7112.458772,22106.67861,-1062.780682,23184.65848,-7497.713417,10122.56802,-7004.902184,20727.12903,-13453.15656,5739.525303,20968.30433,-14111.14717,20900.39974,-13881.63947,-16066.03063,-15845.06129,-16019.40489,0
20992.13129,22702.35257,16694.91927,7112.68229,22106.00806,-1061.707798,23187.25128,-7497.176975,10123.23857,-7003.784597,20728.87246,-13452.66482,5739.033564,20968.88548,-14111.23658,20901.74084,-13880.96892,-16065.13656,-15843.72019,-16019.22608,0
20993.83002,22704.85596,16697.10974,7114.828057,22109.27141,-1060.232583,23188.59239,-7492.259591,10124.66908,-7003.248155,20731.37586,-13452.93304,5738.988861,20969.82425,-14111.37069,20901.91966,-13881.9971,-16065.40478,-15844.79307,-16020.34366,0
20992.89125,22703.42545,16696.97563,7114.157505,22112.31125,-1058.578554,23190.78286,-7490.82908,10125.16082,-7003.248155,20732.04641,-13453.06715,5738.273605,20971.03125,-14111.72832,20902.94784,-13881.86299,-16065.58359,-15844.88248,-16019.36019,0
20993.78532,22704.40893,16695.63453,7112.950511,22111.73011,-1060.903136,23190.64875,-7494.226545,10125.47375,-7005.080998,20732.76167,-13453.33537,5737.245425,20971.7465,-14112.22006,20904.87009,-13882.71236,-16067.37173,-15845.06129,-16020.96951,0
20989.31497,22700.02798,16692.50528,7111.028261,22107.70679,-1059.472624,23192.97333,-7492.706626,10124.71379,-7003.426969,20734.05807,-13451.01079,5738.407715,20972.77468,-14110.29781,20905.22772,-13881.19244,-16064.68952,-15842.73671,-16019.5837,0
20987.25861,22697.97162,16687.40908,7110.625929,22107.70679,-1060.813729,23190.29112,-7494.941801,10123.50679,-7005.215109,20731.9123,-13454.09533,5735.949024,20968.21493,-14112.7565,20900.08681,-13882.84647,-16067.55054,-15847.20706,-16021.55066,0
20988.77853,22699.67036,16693.08643,7111.743516,22106.27628,-1057.773892,23184.47966,-7491.499632,10124.40086,-7003.650487,20729.72183,-13452.4413,5738.050088,20969.91366,-14111.63891,20902.76902,-13882.53354,-16066.29885,-15845.37422,-16020.25426,0
20987.0798,22697.30107,16689.01841,7110.491819,22105.96336,-1060.456101,23183.76441,-7493.868917,10124.80319,-7004.052818,20727.79958,-13453.11185,5740.955814,20970.53951,-14112.26476,20902.59021,-13882.71236,-16066.74588,-15844.65896,-16021.01421,0
20986.63276,22697.25637,16685.21861,7109.374232,22107.88561,-1062.467758,23185.32903,-7497.266382,10127.35129,-7004.544556,20728.51483,-13454.05063,5740.553483,20970.4501,-14112.22006,20902.76902,-13882.80176,-16067.28232,-15844.97189,-16021.14833,0
20986.67747,22698.59747,16687.6326,7108.703679,22106.90213,-1060.679618,23185.19492,-7495.83587,10126.36781,-7005.259812,20728.87246,-13453.24596,5742.431029,20969.91366,-14112.08595,20902.27728,-13883.2935,-16066.9247,-15845.106,-16020.70129,0
20988.19739,22699.67036,16690.1807,7110.134191,22110.29959,-1059.070293,23185.19492,-7493.466585,10126.45722,-7003.874004,20729.81124,-13453.20126,5744.308576,20971.38887,-14111.28128,20903.88661,-13882.0418,-16066.29885,-15845.41892,-16020.34366,0
20986.94569,22698.77629,16689.10782,7110.715336,22111.81951,-1060.277287,23186.04429,-7493.600696,10126.50193,-7005.349219,20729.85594,-13454.49766,5742.788657,20970.4501,-14113.20353,20902.18788,-13883.82994,-16067.86347,-15846.89414,-16022.1318,0
20988.3762,22699.80447,16692.14765,7112.771697,22110.70193,-1056.522194,23187.29598,-7490.784376,10126.41252,-7000.297725,20730.25827,-13448.99913,5745.202645,20974.16049,-14107.74971,20907.06056,-13878.1079,-16062.81197,-15841.57442,-16016.85679,0
20992.80184,22704.0513,16696.88622,7114.068098,22111.95362,-1054.689351,23189.39705,-7489.04094,10127.53011,-6999.046028,20733.164,-13447.52392,5744.710907,20976.798,-14105.42513,20907.86522,-13877.57146,-16060.26388,-15840.14391,-16014.80043,0
