,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,-156.32809140253613,5701.482635824837,-3673.196057867769,1271.3224453522232,3509.3130772896457,1795.828449477461,-7610.366202018631,-9116.20313621778,2506.971508680076,-16945.303496438475,-3524.1546347233434,-20627.931989904166,2184.167634497144,-72.46435120489306,-20351.172706554695,-991.0315865893118,-27860.061994794727,-23511.306852776223,-24162.502536922846,-22838.787605690217,0
1,-154.53995195269297,5701.661449769822,-3671.094994014203,1273.512916178281,3512.442321326871,1799.0471004871786,-7606.119370825253,-9111.64338062068,2509.698421341087,-16942.442473318726,-3520.8018732548876,-20624.534524949464,2184.882890277081,-70.63150826880386,-20347.864648572482,-986.8294588821803,-27856.70923332627,-23509.563416812623,-24161.250839307955,-22836.50772789167,0
2,-151.23189397048318,5704.343658944586,-3668.3233778669464,1273.8705440682497,3512.263507381887,1797.482478468566,-7603.481865136735,-9109.855241170839,2510.45838060727,-16940.56492689639,-3517.449111786432,-20623.595751738296,2184.882890277081,-69.37981065391365,-20346.836468388825,-979.9898254865304,-27855.32342525264,-23506.970614610353,-24159.283885913126,-22834.183146606872,0
3,-151.85774277792828,5702.868443898466,-3668.4127848394387,1274.7199103069252,3512.6211352718556,1797.1248505785973,-7607.058144036421,-9111.509270161943,2509.161979506134,-16940.877851300113,-3519.371361695013,-20623.46164127956,2184.7934833045892,-70.27388037883523,-20346.568247471347,-987.2317902583951,-27855.81516360135,-23507.507056445305,-24159.14977545439,-22834.09373963438,0
4,-154.98698681515376,5701.8402637148065,-3667.608122087009,1273.5576196645272,3514.3198677492064,1796.1413738811834,-7604.688859265379,-9111.732787593173,2510.45838060727,-16940.52022341014,-3518.4772919700918,-20623.372234307066,2184.301744955882,-70.139769920097,-20345.98710215015,-986.2483135609814,-27856.217494977565,-23506.970614610353,-24159.59681031685,-22834.496071010595,0
5,-156.4174983750283,5700.320345182439,-3670.0221103442973,1270.9648174622546,3512.934059675578,1797.035443606105,-7608.488655596296,-9110.883421354498,2508.849055102411,-16940.028485061437,-3520.6230593099035,-20622.567571554635,2184.569965873359,-69.55862459889796,-20345.27184637021,-985.3542438360598,-27854.608169472704,-23506.07654488543,-24157.98748481199,-22832.1714897258,0
6,-151.05308002549887,5705.371839128246,-3666.7140523620874,1272.7976603983439,3513.559908483023,1796.3648913124139,-7607.505178898882,-9111.64338062068,2509.161979506134,-16940.475519923897,-3520.265431419935,-20623.41693779331,2185.0617042220656,-69.69273505763621,-20345.98710215015,-985.5330577810441,-27855.412832225134,-23506.07654488543,-24158.25570572947,-22833.28907688195,0
7,-151.99185323666651,5704.656583348309,-3664.5235815360297,1271.9929976459143,3512.487024813117,1796.5437052573982,-7606.074667339008,-9112.313932914372,2509.0278690473956,-16940.967258272605,-3519.1031407775367,-20624.266304031986,2184.6146693596047,-69.51392111265189,-20347.507020682515,-983.6555113587088,-27856.798640298763,-23507.372945986564,-24159.14977545439,-22834.09373963438,0
8,-158.4291552561018,5699.73919986124,-3669.753889426821,1270.4283756273016,3511.99528646441,1796.4542982849061,-7609.159207889987,-9114.459700254185,2509.296089964872,-16939.08971185027,-3518.4772919700918,-20621.315873939744,2184.748779818343,-66.02704918545778,-20344.82481150775,-981.3309300739128,-27853.62469277529,-23504.73544029805,-24155.975827930917,-22831.45623394586,0
9,-158.4291552561018,5698.353391787612,-3667.652825573255,1269.7578233336105,3510.028333069583,1798.4212516797336,-7609.0250974312485,-9112.984485208064,2508.8937585886574,-16943.64946744737,-3518.656105915076,-20626.05444348183,2184.3464484421283,-68.08340955277738,-20349.07164270113,-983.6555113587088,-27858.720890207343,-23510.50219002379,-24161.697874170415,-22837.893535965297,0
