,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,-260.66602830088306,4926.324184317838,-3703.9967598913167,630.0062316659827,3480.568735633417,1474.0080519919427,-8008.897781902419,-9417.37052305761,2552.479657678584,-16658.262411252403,-4105.210548949871,-20324.395318293293,2353.9514752597497,236.52614572800076,-20079.286103206046,-1404.1812064755682,-27533.234806849647,-23219.30368061684,-23843.543162557075,-22580.312048215394,0
1,-263.9740862830929,4923.731382115566,-3709.227067782108,628.7992375373386,3478.199450862375,1474.0080519919427,-8007.109642452577,-9415.403569662783,2551.4961809811703,-16657.681265931205,-4104.495293169934,-20324.037690403326,2353.459736911043,238.22487820535173,-20077.989702104907,-1403.9129855580918,-27532.20662666599,-23218.767238781886,-23841.933837052216,-22580.401455187886,0
2,-263.03531307192526,4923.776085601812,-3702.432137872704,627.5028364362023,3478.3782648073593,1476.377336762985,-8005.142689057749,-9411.380255900636,2551.7644018986466,-16654.239097490256,-4101.991897940153,-20320.3273010449,2353.8620682872574,240.46005251765564,-20075.083975498914,-1399.7555613372065,-27528.183312903842,-23215.548587772166,-23838.804593014993,-22577.361618123152,0
3,-258.43085398857914,4927.799399363959,-3704.667312185008,628.8439410235846,3480.1217007709565,1475.2597496068329,-8005.142689057749,-9416.208232415212,2552.2114367611075,-16655.35668464641,-4101.813083995168,-20320.19319058616,2352.9232950760897,239.65538976522623,-20075.083975498914,-1403.2424332644007,-27528.362126848824,-23215.63799474466,-23838.402261638777,-22577.04869371943,0
4,-255.8380517863066,4930.034573676263,-3698.6323415417874,630.9003013909042,3481.596915817077,1478.0760692403358,-8008.2272296087285,-9412.81076746051,2553.641948320982,-16654.8649462977,-4101.366049132707,-20319.388527833733,2353.8173648010115,239.87890719645662,-20074.726347608947,-1400.2025961996671,-27528.76445822504,-23214.609814560998,-23837.642302372595,-22576.914583260692,0
5,-259.63784811722326,4929.542835327556,-3705.159050533715,629.6933072622602,3481.5075088445847,1476.7349646529535,-8012.831688692075,-9413.034284891743,2552.166733274861,-16655.35668464641,-4103.73533390375,-20322.38366141222,2353.3256264523047,239.07424444402722,-20076.73800449002,-1404.4941308792909,-27529.837341894945,-23218.14138997444,-23841.397395217264,-22579.462681976718,0
6,-261.4259875670664,4930.079277162509,-3705.0696435612226,629.4697898310297,3485.039084258025,1475.930301900524,-8011.848211994661,-9421.527947278497,2553.9548727247043,-16654.8649462977,-4102.70715372009,-20320.41670801739,2353.1021090210743,240.3259420589174,-20074.726347608947,-1403.8235785855995,-27528.451533821317,-23216.17443657961,-23838.983406959975,-22577.093397205674,0
7,-260.44251086965266,4929.49813184131,-3705.293160992453,628.6204235923543,3481.686322789569,1473.4716101569898,-7997.8113173133925,-9416.163528928968,2553.865465752212,-16653.702655655303,-4096.985107480592,-20319.79085920995,2353.5491438835347,243.99162793109585,-20074.502830177713,-1396.8945382174575,-27527.557464096397,-23214.0286692398,-23836.88234310641,-22576.288734453246,0
8,-259.68255160346934,4928.827579547618,-3705.9637132861444,629.7827142347523,3482.35687508326,1472.532836945822,-8003.578067039136,-9417.50463351635,2554.267797128427,-16657.681265931205,-4099.354392251635,-20323.27773113714,2354.085585718488,241.08590132510074,-20078.168516049893,-1402.303660053233,-27532.38544061097,-23218.543721350652,-23842.202057969695,-22580.490862160375,0
9,-261.783615457035,4925.966556427869,-3706.0531202586367,627.5922434086945,3478.199450862375,1472.532836945822,-8010.641217866017,-9415.761197552752,2550.2891868525257,-16655.624905563887,-4107.982165097127,-20321.757812604774,2352.7891846173516,238.6719130678125,-20076.290969627556,-1407.2210435403015,-27529.256196573748,-23217.157913277024,-23840.369215033603,-22579.328571517977,0
10,-261.69420848454286,4926.950033125283,-3706.0084167723903,627.5922434086945,3478.0653404036366,1472.8904648357907,-8009.613037682357,-9417.638743975087,2549.8421519900653,-16654.999056756442,-4106.641060509745,-20321.4895916873,2354.040882232242,238.2695816915978,-20075.03927201267,-1405.5670145491968,-27529.122086115007,-23214.878035478476,-23838.1340407213,-22576.512251884476,0
11,-262.7670921544488,4923.820789088058,-3708.3777015434325,625.7594004726053,3475.6513521463485,1471.906988138377,-8012.205839884629,-9420.767988012314,2547.6069776777613,-16657.63656244496,-4108.742124363311,-20323.814172972096,2352.9232950760897,235.5873725168331,-20078.481440453616,-1405.6564215216888,-27531.93840574851,-23218.23079694693,-23841.620912648494,-22579.373275004225,0
12,-260.9342492183595,4926.055963400362,-3708.6906259471552,628.486313133616,3477.707712513668,1471.7728776796387,-8010.417700434787,-9422.422017003419,2550.0656694212958,-16659.648219326034,-4106.417543078514,-20327.077527468056,2352.9232950760897,235.98970389304782,-20080.94013219715,-1405.835235466673,-27534.754725382016,-23221.18122703917,-23845.64422641064,-22583.933030601325,0
13,-256.9109354562125,4930.079277162509,-3707.3048178735266,629.3803828585376,3478.557078752344,1470.1635521747799,-8011.535287590938,-9420.633877553575,2550.4232973112644,-16660.274068133476,-4108.0268685833735,-20327.077527468056,2353.5491438835347,235.5873725168331,-20082.325940270777,-1409.9032527150662,-27535.380574189458,-23221.762372360372,-23845.286598520674,-22584.156548032555,0
14,-256.37449362125955,4933.163817713488,-3708.7800329196475,628.9333479960768,3481.2392879271083,1468.6436336424133,-8018.151403555358,-9421.527947278497,2552.4349541923375,-16656.56367877505,-4106.9986883997135,-20322.294254439727,2353.504440397289,238.85072701279682,-20076.201562655064,-1406.9528226228251,-27530.418487216146,-23215.816808689644,-23838.93870347373,-22577.540432068137,0
15,-254.94398206138504,4934.013183952164,-3702.6556553039345,630.0062316659827,3479.7193693947415,1471.7281741933928,-8006.930828507592,-9418.75633113124,2552.7031751098143,-16659.961143729754,-4104.942328032394,-20325.289388018213,2353.6832543422734,238.76132004030467,-20081.208353114627,-1402.7059914294477,-27534.397097492045,-23220.153046855514,-23842.6937963184,-22581.69785628902,0
16,-255.97216224504484,4932.448561933551,-3711.6857595256424,630.2297490972131,3481.2392879271083,1467.7048604312456,-8016.18445016053,-9424.433673884492,2553.820762265966,-16659.603515839786,-4104.942328032394,-20325.91523682566,2353.8620682872574,238.98483747153506,-20080.537800820934,-1404.4494273930447,-27533.726545198355,-23221.18122703917,-23844.034900905783,-22582.010780692744,0
