,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,20932.765062616174,22678.48090401178,16646.147766479717,7100.0312030334,21988.92962866602,-941.3213098836726,23237.49799951899,-7340.580662523547,10115.683681707602,-6903.604084468131,20854.444554713045,-13328.299720782024,5716.011268854813,20874.42701306504,-13972.789881991737,20801.15799910772,-13733.849748006449,-15901.521796078789,-15705.452305403489,-15904.740447088507,0
1,20936.609562433336,22682.861845663898,16650.394597673094,7099.80768560217,21989.466070500974,-940.0696122687824,23237.945034381453,-7337.809046376291,10115.460164276372,-6902.71001474321,20853.639891960614,-13327.584465002088,5714.804274726169,20875.321082789964,-13971.538184376846,20801.783847915165,-13732.776864336542,-15900.091284518914,-15703.6194624674,-15903.309935528632,0
2,20937.72714958949,22682.772438691405,16650.841632535554,7099.584168170939,21991.164802978325,-939.0861355713687,23240.35902263874,-7337.809046376291,10115.683681707602,-6902.173572908257,20855.562141869195,-13326.19865692846,5714.580757294939,20876.885704808574,-13970.465300706941,20804.19783617245,-13732.508643419065,-15899.286621766485,-15702.546578797494,-15903.354639014879,0
3,20939.336475094347,22684.29235722377,16650.52870813183,7100.210016978384,21993.131756373154,-940.6507575899815,23242.19186557483,-7339.373668394904,10117.20360023997,-6903.067642633178,20857.618502236517,-13328.25501729578,5714.446646836201,20878.629140772173,-13971.806405294323,20805.985975622294,-13734.117968923925,-15901.566499565035,-15701.518398613835,-15904.829854061,0
4,20944.745596930123,22690.99788016068,16653.836766114044,7102.579301749426,21999.166727016374,-940.963681993704,23247.42217346562,-7337.943156835029,10119.57288501101,-6903.782898413116,20862.848810127307,-13328.5679416995,5715.340716561122,20882.16071618561,-13972.342847129277,20809.517551035737,-13733.894451492695,-15901.74531351002,-15702.412468338756,-15904.785150574753,0
5,20945.192631792583,22690.77436272945,16654.10498703152,7102.668708721919,22000.507831603754,-938.8179146538922,23249.299719887957,-7337.674935917553,10120.95869308464,-6900.251322999676,20864.41343214592,-13324.052889588647,5717.486483900933,20882.16071618561,-13968.096015935898,20809.606958008226,-13729.960544703039,-15896.738523050459,-15698.210340631626,-15900.448912408883,0
6,20946.71255032495,22691.131990619422,16652.853289416627,7103.56277844684,21999.926686282557,-937.8344379564785,23249.210312915464,-7337.496121972568,10119.170553634796,-6898.820811439801,20862.804106641062,-13323.963482616156,5717.6205943596715,20880.596094167002,-13967.112539238486,20808.042335989616,-13730.094655161778,-15896.604412591721,-15697.94211971415,-15899.510139197715,0
7,20946.533736379966,22690.863769701944,16655.177870701424,7103.875702850562,21998.227953805206,-936.8509612590648,23246.796324658175,-7334.903319770296,10116.980082808737,-6900.474840430906,20859.585455631342,-13325.304587203538,5716.3688967447815,20876.796297836085,-13969.12419611956,20803.57198736501,-13730.944021400453,-15898.43725552781,-15699.462038246515,-15901.298278647559,0
8,20943.896230691447,22689.56736860081,16655.311981160165,7103.428667988102,21995.724558575424,-940.2037227275207,23245.05288869458,-7338.837226559951,10114.610798037696,-6901.994758963273,20857.88672315399,-13326.511581332183,5716.860635093489,20876.706890863592,-13969.526527495773,20804.77898149365,-13732.151015529098,-15898.794883417779,-15698.83618943907,-15902.77349369368,0
9,20940.945800599206,22686.572235022322,16651.735702260477,7101.998156428227,21994.830488850504,-939.3990599750912,23242.19186557483,-7339.150150963673,10114.968425927664,-6900.385433458414,20857.7973161815,-13324.455220964863,5718.067629222132,20878.137402423465,-13967.425463642208,20805.315423328604,-13729.871137730548,-15897.006743967935,-15698.25504411787,-15899.957174060177,0
10,20936.4754519746,22681.92307245273,16648.82997565448,7101.506418079521,21991.030692519587,-937.0744786902951,23240.49313309748,-7336.020906926447,10114.297873633974,-6897.747927769895,20856.23269416289,-13320.923645551422,5720.571024451913,20878.271512882206,-13964.966771898673,20805.36012681485,-13726.920707638306,-15893.51987204074,-15694.678765218185,-15897.721999747873,0
11,20937.771853075734,22683.979432820048,16647.622981525838,7101.506418079521,21991.56713435454,-935.5545601579284,23243.53297016221,-7333.919843072882,10115.773088680095,-6893.858724466486,20858.15494407147,-13316.27448298183,5723.297937112924,20879.79143141457,-13960.854051164035,20807.237673237185,-13722.495062499944,-15889.720075709825,-15691.460114208467,-15893.341058095757,0
12,20938.487108855672,22684.694688599986,16650.975742994295,7101.551121565766,21990.941285547095,-933.8111241943315,23240.850760987447,-7333.875139586636,10113.672024826528,-6894.216352356455,20855.562141869195,-13317.704994541704,5723.297937112924,20879.746727928323,-13961.032865109019,20806.701231402232,-13722.89739387616,-15889.943593141055,-15691.99655604342,-15893.65398249948,0
13,20941.0352075717,22685.812275756136,16652.94269638912,7104.099220281793,21988.884925179776,-934.3475660292844,23239.733173831293,-7333.293994265437,10111.839181890438,-6895.915084833806,20853.55048498812,-13319.671947936533,5721.956832525541,20877.243332698545,-13962.642190613877,20804.376650117436,-13724.59612635351,-15890.882366352223,-15693.337660630803,-15894.592755710648,0
14,20942.376312159082,22687.645118692228,16656.116643912592,7103.607481933086,21988.92962866602,-933.4981997906089,23237.229778601515,-7333.875139586636,10110.498077303057,-6896.228009237529,20852.34349085948,-13320.431907202716,5720.436913993175,20876.259856001132,-13963.75977777003,20802.454400208855,-13725.579603050925,-15892.983430205788,-15694.544654759446,-15896.470302132982,0
15,20943.315085370246,22688.986223279608,16651.914516205463,7104.814476061731,21992.37179710697,-934.6604904330069,23239.10732502385,-7334.813912797804,10112.64384464287,-6896.496230155005,20854.980996547998,-13320.6107211477,5720.302803534437,20878.003291964727,-13963.98329520126,20804.734278007407,-13725.713713509662,-15892.581098829574,-15694.365840814462,-15896.38089516049,0
16,20943.583306287725,22689.20974071084,16652.71917895789,7105.976766704129,21990.807175088357,-935.3757462129441,23235.6651565829,-7336.065610412694,10111.615664459208,-6898.686700981063,20852.43289783197,-13323.516447753695,5718.4252571121015,20874.69523398252,-13966.799614834763,20802.677917640085,-13728.57473662941,-15896.067970756767,-15697.450381365441,-15899.331325252731,0
17,20937.45892867201,22682.683031718912,16653.52384171032,7105.39562138293,21989.06373912476,-936.5380368553422,23234.23464502303,-7336.691459220139,10111.660367945455,-6899.714881164723,20851.762345538278,-13324.187000047386,5717.486483900933,20875.410489762457,-13968.274829880884,20802.990842043808,-13729.15588195061,-15896.962040481689,-15698.61267200784,-15900.091284518914,0
18,20938.531812341917,22683.934729333803,16654.775539325212,7104.143923768039,21990.985989033343,-938.4155832776775,23235.35223217918,-7338.4348951837355,10115.102536386403,-6900.608950889644,20855.696252327933,-13325.483401148522,5717.53118738718,20879.92554187331,-13969.12419611956,20807.014155805955,-13730.496986537992,-15897.945517179103,-15699.015003384055,-15901.477092592544,0
19,20939.2917716081,22684.56057814125,16656.295457857577,7103.33926101561,21993.578791235614,-936.985071717803,23240.180208693757,-7337.809046376291,10118.231780423628,-6900.161916027183,20859.227827741375,-13324.410517478616,5717.30766995595,20881.356053433185,-13967.112539238486,20809.02581268703,-13729.424102868086,-15896.515005619229,-15697.003346502981,-15900.35950543639,0
20,20939.962323901793,22684.96290951746,16655.535498591395,7103.965109823055,21994.96459930924,-935.0181183229755,23243.08593529975,-7335.30565114651,10119.617588497256,-6897.524410338665,20862.178257833617,-13321.057756010161,5718.827588488316,20883.859448662963,-13964.56444052246,20810.769248650624,-13726.741893693323,-15893.43046506825,-15694.187026869478,-15897.498482316641,0
21,20939.157661149362,22684.694688599986,16654.64142886647,7103.294557529363,21995.813965547917,-935.4204496991903,23245.14229566707,-7334.7692093115575,10119.930512900979,-6897.166782448696,20864.18991471469,-13320.521314175208,5719.632251240745,20885.82640205779,-13964.43033006372,20813.13853342167,-13726.026637913385,-15893.609279013233,-15693.382364117047,-15896.649116077966,0
22,20939.20236463561,22684.06883979254,16652.406254554167,7102.489894776934,21996.037482979147,-935.3757462129441,23246.081068878237,-7336.11031389894,10120.60106519467,-6898.7314044673085,20864.324025173428,-13322.398860597543,5718.201739680871,20884.79822187413,-13965.950248596087,20812.289167182993,-13728.619440115657,-15894.279831306925,-15694.678765218185,-15897.498482316641,0
23,20937.548335644504,22682.81714217765,16651.109853453032,7101.864045969489,21996.976256190315,-935.6439671304206,23247.109249061898,-7334.366877935343,10121.495134919593,-6899.044328871031,20865.396908843333,-13323.739965184925,5717.039449038472,20883.054785910535,-13966.754911348517,20810.903359109365,-13727.993591308212,-15895.308011490584,-15696.55631164052,-15899.420732225224,0
