,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
0,1585.0962153134474,-13061.241093947952,-13041.616263485925,2432.7190180253397,-28899.10512561233,-21589.593386029803,-12147.680649023096,-27868.10862231902,-30614.333189388108,-28706.924838240437,-34171.74721787853,-28614.65684262853,279.5308994967282,-40154.59359613619,-30513.571531389447,-39483.81778501378,-30255.90063666705,-32585.35460146395,-42206.66242877617,-30332.16478420286,0
1,1583.084558432374,-13063.20804734278,-13039.604606604851,2432.5402040803556,-28901.653224328355,-21589.146351167343,-12154.877910308713,-27869.807354796372,-30615.942514892966,-28708.757681176525,-34174.608240998285,-28616.087354188403,279.1285681205135,-40157.63343320092,-30513.973862765662,-39486.54469767479,-30258.046404006862,-32587.99210715247,-42210.596335565824,-30333.371778331504,0
2,1585.364436230924,-13060.03409981931,-13038.308205503714,2433.568384264015,-28900.5356371722,-21591.78385685586,-12147.904166454326,-27871.86371516369,-30615.584887003,-28711.126965947566,-34173.44595035588,-28618.367231986955,279.62030646922034,-40157.54402622843,-30517.460734692857,-39485.20359308741,-30260.415688777906,-32589.154397794868,-42210.10459721712,-30336.18809796501,0
3,1581.5199364137611,-13064.01271009521,-13042.733850642077,2430.7520646305125,-28896.020585061346,-21593.661403278198,-12150.899300032812,-27868.68976764022,-30611.203945350884,-28707.550687047882,-34168.48386338257,-28614.567435656038,278.5474227993144,-40150.927910264014,-30513.348013958217,-39480.733244462805,-30256.079450612036,-32585.444008436443,-42203.399074280205,-30332.030673744124,0
4,1581.966971276222,-13062.850419452812,-13044.790211009396,2429.2768495843916,-28897.987538456175,-21593.348478874475,-12154.028544070037,-27867.88510488779,-30612.187422048297,-28706.388396405484,-34170.54022374989,-28614.165104279822,279.84382390045073,-40153.65482292502,-30512.76686863702,-39481.984942077695,-30256.16885758453,-32584.594642197768,-42204.96369629882,-30331.896563285383,0
5,1582.3693026524368,-13061.419907892938,-13047.38301321167,2430.9308785754965,-28896.46761992381,-21597.192978691637,-12143.120893425996,-27871.41668030123,-30612.857974341987,-28710.32230319514,-34167.858014575126,-28617.651976207017,278.7262367442988,-40154.504189163694,-30515.672595243013,-39481.493203728984,-30258.851066759293,-32587.142740913794,-42206.57302180368,-30333.818813193968,0
6,1580.8940876063161,-13063.968006608964,-13047.785344587883,2431.4226169242033,-28900.401526713464,-21597.72942052659,-12159.795293795782,-27871.461383787475,-30615.495480030506,-28709.562343928956,-34175.32349677822,-28616.48968556462,278.45801582682225,-40155.26414842988,-30514.644415059352,-39485.78473840861,-30257.554665658157,-32586.919223482564,-42207.37768455611,-30333.416481817752,0
7,1576.870773844169,-13068.885390096033,-13052.613321102459,2431.3332099517115,-28901.653224328355,-21599.472856490185,-12156.934270676033,-27873.56244764104,-30617.641247370317,-28711.126965947566,-34176.48578742062,-28618.590749418185,278.77094023054485,-40157.85695063215,-30517.32662423412,-39486.63410464729,-30260.549799236644,-32588.260328069944,-42210.730446024565,-30336.41161539624,0
8,1575.2614483393102,-13070.047680738431,-13055.429640735963,2430.4391402267897,-28901.563817355862,-21601.439809885014,-12158.722410125876,-27872.22134305366,-30616.25543929669,-28711.395186865044,-34175.09997934699,-28617.875493638247,278.1003879368536,-40156.96288090723,-30515.896112674243,-39486.4552907023,-30259.253398135508,-32587.72388623499,-42209.65756235466,-30334.534068973902,0
9,1577.1389947616456,-13069.108907527263,-13054.803791928518,2431.4673204104497,-28900.401526713464,-21598.98111814148,-12154.520282418745,-27871.461383787475,-30615.36136957177,-28710.009378791416,-34172.50717714472,-28617.115534372064,279.1285681205135,-40155.755886778585,-30515.940816160488,-39483.95189547252,-30259.074584190523,-32587.27685137253,-42207.73531244608,-30334.44466200141,0
10,1579.9553143951484,-13065.666739086315,-13054.133239634826,2432.6743145390938,-28899.954491851004,-21600.67985061883,-12153.715619666316,-27871.68490121871,-30614.556706819338,-28709.651750901445,-34172.55188063096,-28617.339051803294,279.79912041420465,-40153.967747328745,-30515.62789175677,-39483.72837804129,-30259.745136484213,-32587.008630455057,-42206.52831831743,-30334.936400350118,0
